Name,Ra_1,Dec_1,a26_1,b/a,AB,Kmag,f_Kmag,W50,TType,Tdw1,Tdw2,RVel,Dis,f_Dis,A26_1a,inc,Vm,AB_int,SBB,logKLum,logM26,l_logMHI,logMHI,VLG,Theta1,MD,Theta5,Thetaj,l_mag_B,mag_B,e_mag_B,l_mag_FUV,mag_FUV,e_mag_FUV,l_mag_HI,mag_HI,e_mag_HI,l_mag_Ha,mag_Ha,e_mag_Ha,cz,e_cz,e_W50,r_W50,DM,e_DM,BMag,l_SFRHa,logSFRHa,l_PHa,PHa,l_FHa,FHa,l_SFRFUV,logSFRFUV,l_PFUV,PFUV,l_FFUV,FFUV,KLum,M26,MHI,SFRHa,SFRFUV,SFR_UNGC,logSFR_UNGC,SFR_UNGC_Gyr,logSFR_UNGC_Gyr,StellarMass,logStellarMass,PGC,OBJNAME,ID_NED,ID_NEDD,ID_IRAS,ID_2MASS,SDSS_PHOTID,SDSS_SPECID,RA_2,DEC_2,F_ASTROM,R1,R2,PA,RSOURCE,RFLAG,T,E_T,INCL,V,E_V,V_VIR,E_V_VIR,NDIST,EDIST,D,E_D,D_LO68,D_HI68,D_LO95,D_HI95,DMETHOD,UT,BT,VT,IT,E_UT,E_BT,E_VT,E_IT,AG,AI,S12,S25,S60,S100,Q12,Q25,Q60,Q100,WF1,WF2,WF3,WF4,E_WF1,E_WF2,E_WF3,E_WF4,WFPOINT,WFTREAT,J,H,K,E_J,E_H,E_K,FLAG_2MASS,U,G,R,I,Z,E_U,E_G,E_R,E_I,E_Z,logL_TIR,logL_FIR,logL_60u,logL_12u,logL_22u,logL_K,ML_RATIO,logSFR_TIR,logSFR_FIR,logSFR_60u,logSFR_12u,logSFR_22u,logSFR_HEC,FLAG_SFR_HEC,logM_HEC,logSFR_GSW,logM_GSW,MIN_SNR,METAL,FLAG_METAL,CLASS_SP,AGN_S17,AGN_HEC,Separation,merge_D,merge_V,merge_T,merge_logKLum,merge_Kmag,merge_Bmag,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,M_ratio,logM_ratio,ID,gr,bv,bu,MB,MR
Dw0958-0834,149.52291666666665,-8.576666666666666,0.37,0.73,0.26,15.3,*,,-2,Sph,L,,10.2,mem,1.16,51,,0.0,25.9,7.23,,,,,0.6,NGC3115,0.6,1.72,,19.6,,,,,,,,,,,,,,,30.04,,,,,,,,,,,,,,,1.698243652461746E7,,,,,,,0.0,,1.0189461914770475E7,7.008151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,-2.0,7.23,15.3,19.6,,,7.143813852383717,1.3925597950186318E7,,,,,454,,,,-10.443000858809587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19162,UGC03476,UGC 03476,,,,-,-,97.620045,33.301435,1,0.386,0.138,60.8,H,1,9.9,0.4,90.0,446.9,10.0,479.2,14.9,0,0,6.2413,2.5921,4.1201,9.4547,2.7198,14.3225,Z,,15.586,14.65,14.65,,0.299,0.1,0.1,1.031,0.828,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,6.2413,446.9,9.9,,,15.586000442504883,,,,,,,,,455,,0.9360008,,-13.39037484887513,
Dw1,44.23375,58.91166666666666,2.0,0.65,5.31,6.1,*,187,3,,,112,6.25,NAM,11.24,52,105,0.2,22.1,10.64,10.16,,9.24,333,1.0,Maffei2,1.1,2.09,,15.01,,,,,,11.72,,,17.3,0.05,112,2,2,2000A&AS..141..469H,28.98,,-19.48,,-0.62,,-1.13,,-0.01,,,,,,,4.3651583224016655E10,1.445439770745928E10,1.7378008287493763E9,0.23988329190194904,,0.23988329190194904,-0.62,2.3988329190194902E8,8.38,2.6190949934409992E10,10.418151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,112.0,3.0,10.64,6.1,15.01,-1.034,0.09246981739382225,10.553813852383717,3.579429824369366E10,2.5833672381079254E-12,-11.587813852383718,0.06457104107757938,-1.1899622114166313,456,,,,-13.969400086720377,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19337,ESO490-017,ESO 490- G 017,ESO 490- G 017,,06375708-2600030,-,-,99.487755,-26.000199,1,0.802,0.671,148.1,H,1,10.0,0.5,37.0,500.6,2.0,251.0,8.1,2,1,6.1207,0.7709,5.9401,6.6191,3.9527,6.938,N,,13.618,,,,0.316,,,0.334,0.144,,,,,0,0,0,0,,,,,,,,,0,0,14.209,13.919,13.708,0.042,0.047,0.055,3,,,,,,,,,,,,,,,,7.4064,,,,,,,,,7.3212,,,,,-1,-1,?,?,,6.1207,500.6,10.0,7.406400203704834,13.708000183105469,13.618000030517578,,,7.321199893951416,2.0950765407769907E7,,,,,457,,,,-15.316005437034317,
Dw1006-0828,151.64916666666664,-8.465555555555556,0.16,0.8,0.18,19.1,*,,10,Irr,L,,10.2,mem,0.49,41,,0.0,26.1,5.7,,,,,0.8,NGC3115,0.8,1.72,,21.6,,,,,,,,,,,,,,,30.04,,,,,,,,,,,,,,,501187.2336272725,,,,,,,0.0,,300712.3401763635,5.478151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,10.0,5.7,19.1,21.6,,,5.613813852383717,410973.5315743635,,,,,458,,,,-8.443000858809587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19382,ESO308-022,ESO 308- G 022,ESO 308- G 022,,,-,-,99.887145,-40.721379,1,0.27,0.27,0.0,H,2,10.0,1.4,0.0,821.6,3.6,532.9,7.59,1,1,9.3756,0.4318,8.9536,9.8175,8.5507,10.2802,N,,16.24,,,,0.2,,,0.391,0.0,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,9.3756,821.6,10.0,,,16.239999771118164,,,,,,,,,459,,,,-13.61999558066784,
Dw1033+1213,158.3720833333333,12.22888888888889,0.33,0.77,0.11,17.9,*,,-2,Sph,L,,10.8,mem,1.05,46,,0.0,28.3,6.22,,,,,,,,,,22.1,0.15,>,23.5,,,,,,,,,,,,30.17,,-8.17,,,,,,,<,-4.47,<,-0.55,,,1659586.9074375597,,,,3.3884415613920276E-5,3.3884415613920276E-5,-4.47,33884.415613920275,4.53,995752.1444625357,5.998151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,-2.0,6.22,17.9,22.1,-3.7289999999999996,1.8663796908346714E-4,6.1338138523837165,1360861.264098799,1.371469480447473E-10,-9.862813852383717,,,460,,,,-8.067118777434747,
Dw1038+1158,159.51999999999998,11.973055555555556,0.32,0.88,0.11,16.3,*,,-2,Sph,L,,10.8,mem,1.03,33,,0.0,26.6,6.86,,,,,,,,,,20.5,0.15,>,23.5,,,,,,,,,,,,30.17,,-9.78,,,,,,,<,-4.47,<,-1.2,,,7244359.600749906,,,,3.3884415613920276E-5,3.3884415613920276E-5,-4.47,33884.415613920275,4.53,4346615.760449943,6.638151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,-2.0,6.86,16.3,20.5,-3.7289999999999996,1.8663796908346714E-4,6.773813852383717,5940374.872614923,3.141855069515336E-11,-10.502813852383717,,,461,,,,-9.667118777434748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19526,IC2171,IC 2171,IC 2171,,06442769-1755566,-,-,101.114908,-17.932518,0,0.817,0.171,90.8,H,1,9.8,1.1,90.0,785.8,2.6,566.4,8.86,2,1,10.9927,2.0251,9.1432,13.2163,7.6049,15.8897,N,,15.19,,,,0.2,,,1.802,1.252,,,,,0,0,0,0,,,,,,,,,0,0,12.072,11.309,11.154,0.031,0.037,0.055,2,,,,,,,,,,,,,,,,8.9366,,,,,,,,,8.8514,,,,,-1,-1,?,?,,10.9927,785.8,9.8,8.936599731445312,11.154000282287598,15.1899995803833,,,8.851400375366211,7.102322281632941E8,,,,,462,,,,-15.015522298969994,
Dw1051+3617,162.86499999999998,36.28611111111111,0.28,0.73,0.05,16.4,*,,-2,Sph,L,,9.1,mem,0.74,51,,0.0,26.3,6.69,,,,,1.5,NGC3432,1.5,0.49,,20.5,,,,,,,,,,,,,,,29.8,,,,,,,,,,,,,,,4897788.193684466,,,,,,,0.0,,2938672.91621068,6.468151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,-2.0,6.69,16.4,20.5,,,6.603813852383717,4016186.3188212626,,,,,463,,,,-9.295206961605468,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19562,NGC2283,NGC 2283,NGC 2283,,NGC2283,-,-,101.470575,-18.211848,1,1.38,1.005,178.1,H,1,5.9,0.4,44.24,840.8,3.7,620.6,9.21,2,1,9.8871,1.8214,8.2236,11.8871,6.84,14.2916,N,,12.95,,,,0.2,,,1.66,0.245,,,,,0,0,0,0,,,,,,,,,0,0,9.722,9.069,8.825,0.03,0.038,0.05,1,,,,,,,,,,,,,,,,9.7761,,,,,,,,,9.6909,,,,,-1,-1,?,?,,9.8871,840.8,5.9,9.776100158691406,8.824999809265137,12.949999809265137,,,9.690899848937988,4.907946827348723E9,,,,,464,,,,-17.02534482430942,
Dw1051+6416,162.81708333333333,64.27805555555555,0.33,0.93,0.06,16.8,*,,-2,Sph,L,,9.0,txt,0.87,25,,0.0,27.2,6.48,,,,,-1.2,NGC3556,-0.8,-0.81,,21.0,,>,23.5,,,,,,,,,,,,29.77,,-8.83,,,,,,,<,-4.67,<,-1.02,,,3019951.720402019,,,,2.1379620895022323E-5,2.1379620895022323E-5,-4.67,21379.62089502232,4.33,1811971.0322412115,6.258151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,-2.0,6.48,16.8,21.0,-3.8689999999999998,1.352072563194278E-4,6.393813852383717,2476360.410729656,5.459918343614174E-11,-10.262813852383717,,,465,,,,-8.771212547196626,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19609,UGC03543,UGC 03543,,,06473036+0539554,-,-,101.876545,5.665424,0,0.605,0.605,0.0,H,2,,,0.0,-21.0,75.0,-132.9,75.7,0,0,1.0421,0.4351,0.6864,1.5822,0.4521,2.4021,Z,,15.0,,,,0.5,,,3.302,,,,,,0,0,0,0,,,,,,,,,0,0,12.02,11.851,11.748,0.026,0.025,0.031,3,,,,,,,,,,,,,,,,6.6526,,,,,,,,,6.5675,,,,,-1,-1,?,?,,1.0421,-21.0,,6.652599811553955,11.748000144958496,15.0,,,6.567500114440918,3694027.4169956925,,,,,466,,,,-10.089546979483444,
Dw1053+1518,163.44291666666663,15.311111111111112,0.31,0.47,0.09,18.9,*,,10,Tr,L,,10.8,mem,0.96,76,,0.0,27.3,5.84,,,,,,,,,,21.3,0.15,>,23.5,,,,,,,,,,,,30.17,,-8.96,,,,,,,<,-4.48,<,-0.18,,,691830.9709189363,,,,3.3113112148259076E-5,3.3113112148259076E-5,-4.48,33113.112148259075,4.52,415098.58255136176,5.618151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,10.0,5.84,18.9,21.3,-3.736,1.8365383433483455E-4,5.753813852383717,567301.3961535278,3.23732385606773E-10,-9.489813852383717,,,467,,,,-8.867118777434747,
Dw1100+1125,165.1308333333333,11.431111111111111,0.38,0.92,0.06,19.1,*,,10,Tr,L,,10.8,mem,1.21,26,,0.0,28.0,5.74,,,,,,,,,,21.5,0.15,>,23.5,,,,,,,,,,,,30.17,,-8.73,,,,,,,<,-4.5,<,-0.11,,,549540.8738576248,,,,3.1622776601683795E-5,3.1622776601683795E-5,-4.5,31622.776601683792,4.5,329724.5243145749,5.518151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,10.0,5.74,19.1,21.5,-3.75,1.7782794100389227E-4,5.653813852383717,450623.5165632524,3.946264108897903E-10,-9.403813852383717,,,468,,,,-8.667118777434748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19991,ESO256-012,ESO 256- G 012,,,07001487-4453003,-,-,105.062034,-44.88342,0,0.721,0.351,32.7,H,1,3.3,1.9,64.45,980.4,4.4,687.6,7.51,0,0,10.9112,4.051,7.5272,15.8166,5.1927,22.9274,Z,,14.226,,,,0.206,,,0.463,0.466,,,,,0,0,0,0,,,,,,,,,0,0,12.382,11.99,11.815,0.061,0.101,0.136,2,,,,,,,,,,,,,,,,8.6657,,,,,,,,,8.5806,,,,,-1,-1,?,?,,10.9112,980.4,3.3,8.66569995880127,11.8149995803833,14.22599983215332,,,8.580599784851074,3.8071482177449936E8,,,,,469,,,,-15.963362749715674,
Dw1106+1250,166.5408333333333,12.845,0.75,0.52,0.06,16.4,*,,10,Tr,L,,10.8,mem,2.32,70,,0.0,26.7,6.82,,,,,,,,,,18.8,0.15,>,23.5,,,,,,,,,,,,30.17,,-11.42,,,,,,,<,-4.51,<,-1.19,,,6606934.480075965,,,,3.090295432513592E-5,3.090295432513592E-5,-4.51,30902.954325135917,4.49,3964160.6880455785,6.598151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,10.0,6.82,16.4,18.8,-3.7569999999999997,1.7498466886246584E-4,6.733813852383717,5417686.2736622915,3.22987821781305E-11,-10.490813852383717,,,470,,,,-11.367118777434747,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20125,PGC020125,Argo Dwarf Irregular,Argo Dwarf Irregular,,,-,-,106.323731,-58.518918,1,1.625,0.759,45.0,H,1,9.0,0.4,76.61,564.2,3.7,256.7,6.79,1,1,5.2966,0.2439,5.0583,5.5463,4.8306,5.8076,N,,14.95,,,,0.5,,,0.519,0.61,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,5.2966,564.2,9.0,,,14.949999809265137,,,,,,,,,471,,,,-13.669986071693584,
Dw1108+5520,167.24791666666664,55.34111111111111,0.33,0.8,0.04,15.4,*,,-2,Sph,L,,9.9,mem,0.95,43,,0.0,25.7,7.16,,,,,2.8,NGC3556,2.8,1.28,,19.5,,,,,,,,,,,,,,,29.98,,,,,,,,,,,,,,,1.445439770745928E7,,,,,,,0.0,,8672638.624475569,6.938151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,-2.0,7.16,15.4,19.5,,,7.073813852383717,1.185260612011661E7,,,,,472,,,,-10.47817597298775,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171,ESO558-011,ESO 558-PN?011,ESO 558-PN?011,,,-,-,106.737646,-22.039641,1,0.902,0.516,47.0,H,1,9.9,0.5,64.36,735.2,3.4,506.0,8.58,1,0,8.3946,3.4539,5.563,12.6675,3.6866,19.1152,C,,15.8,,,,0.5,,,1.571,0.449,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,8.3946,735.2,9.9,,,15.800000190734863,,,,,,,,,473,,,,-13.819999844136074,
Dw1109+5447,167.30499999999998,54.78611111111111,0.34,0.78,0.04,17.3,*,,10,Irr,L,,9.9,mem,0.98,44,,0.0,26.0,6.38,,,,,1.9,NGC3556,1.9,1.28,,19.7,,,,,,,,,,,,,,,29.98,,,,,,,,,,,,,,,2398832.91901949,,,,,,,0.0,,1439299.7514116939,6.158151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,10.0,6.38,17.3,19.7,,,6.293813852383717,1967042.9935959817,,,,,474,,,,-10.27817597298775,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20400,ESO428-004,ESO 428- G 004,,,07123570-2839139,-,-,108.148751,-28.653861,0,0.803,0.684,107.3,H,1,-2.8,2.9,38.01,881.5,3.6,631.5,8.04,0,0,9.7984,3.8031,6.6465,14.445,4.5084,21.2952,Z,,13.65,,,,0.2,,,0.753,0.0,,,,,0,0,0,0,,,,,,,,,0,0,10.693,9.972,9.798,0.026,0.025,0.044,2,,,,,,,,,,,,,,,,9.3791,,,,,,,,,9.2939,,,,,-1,-1,?,?,,9.7984,881.5,-2.8,9.37909984588623,9.79800033569336,13.649999618530273,,,9.293899536132812,1.967431117905118E9,,,,,475,,,,-16.305776204880466,
Dw1111+0049,167.84875,0.8302777777777778,0.52,0.7,0.14,16.7,*,,10,Tr,L,,10.06,SBF,1.55,52,,0.0,26.3,6.63,,,,,0.6,NGC3521,0.6,1.84,,19.21,,,,,,,,,,,,,,,30.01,,,,,,,,,,,,,,,4265795.188015926,,,,,,,0.0,,2559477.112809555,6.408151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06,,10.0,6.63,16.7,19.21,,,6.543813852383717,3497952.0541730593,,,,,476,,,,-10.802989903599542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20445,UGC03755,UGC 03755,UGC 03755,,,-,-,108.465256,10.521285,1,0.809,0.337,147.2,H,1,9.9,0.4,90.0,314.1,1.8,234.3,10.74,5,1,6.8543,0.9517,6.3436,7.5725,4.8341,7.8731,N,,14.599,13.537,13.537,,0.433,0.123,0.123,0.382,0.705,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,6.8543,314.1,9.9,,,14.598999977111816,,,,,,,,,477,,1.0620003,,-14.58081556675784,
Dw1113+5541,168.29208333333332,55.68805555555555,0.42,0.64,0.04,18.1,*,,10,Tr,L,,9.9,mem,1.2,58,,0.0,27.2,6.06,,,,,3.7,NGC3556,3.7,1.28,,20.5,,,,,,,,,,,,,,,29.98,,,,,,,,,,,,,,,1148153.6214968818,,,,,,,0.0,,688892.1728981291,5.8381512503836435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,10.0,6.06,18.1,20.5,,,5.973813852383716,941485.969627443,,,,,478,,,,-9.47817597298775,
Dw1155+78,178.9758333333333,78.07888888888888,0.58,0.73,0.25,17.0,*,,10,Tr,L,,10.0,txt,1.76,49,,0.0,26.9,6.51,,,,,,,,,,19.61,,>,23.5,,,,,,,,,,,,30.0,,-10.64,,,,,,,<,-4.43,<,-0.8,,,3235936.569296281,,,,3.715352290971728E-5,3.715352290971728E-5,-4.43,37153.52290971727,4.57,1941561.9415777684,6.288151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.0,6.51,17.0,19.61,-3.7009999999999996,1.9906733389871885E-4,6.4238138523837165,2653467.9868229507,7.502156984266694E-11,-10.124813852383717,,,479,,,,-10.39,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20987,UGC03715,UGC 03715,,,07251569+8612469,-,-,111.314436,86.213031,0,0.637,0.265,86.9,H,1,4.2,2.5,68.8,-172.0,38.0,96.6,38.87,0,0,2.9951,1.3672,1.8974,4.7278,1.202,7.463,Z,,15.43,,,,0.322,,,0.555,0.608,,,,,0,0,0,0,,,,,,,,,0,0,15.092,14.057,13.91,0.108,0.205,0.272,2,,,,,,,,,,,,,,,,6.7048,,,,,,,,,6.6196,,,,,-1,-1,?,?,,2.9951,-172.0,4.2,6.704800128936768,13.90999984741211,15.430000305175781,,,6.61959981918335,4164854.3593877503,,,,,480,,,,-11.952056330492896,
Dw1159+5554,179.98583333333332,55.915,1.5,0.6,0.05,17.3,*,,10,Tr,L,,10.3,mem,4.45,62,,0.0,29.1,6.42,,,,,1.5,NGC3990,1.5,0.38,,19.7,,,,,,,,,,,,,,,30.06,,,,,,,,,,,,,,,2630267.9918953814,,,,,,,0.0,,1578160.7951372287,6.198151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,10.0,6.42,17.3,19.7,,,6.333813852383717,2156819.7533542127,,,,,481,,,,-10.364186123525862,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21073,UGC03860,UGC 03860,UGC 03860,,,1237673705577185315,-,112.073514,40.770066,0,0.681,0.4,19.3,H,1,9.8,0.9,62.9,343.5,4.2,428.0,12.08,3,1,10.495,0.7844,9.9583,11.0798,9.2236,12.2647,N,15.644,15.116,14.592,14.592,0.363,0.05,0.039,0.039,0.255,0.429,,,,,0,0,0,0,12.733007,12.438827,,8.871972,0.060141,0.026732,,12.531935,0,0,,,,,,,0,17.028,15.489,15.011,14.882,15.064,0.047,0.02,0.006,0.007,0.033,,,,,,,0.768,,,,,,,,,,,,,-1,-1,?,?,,10.495,343.5,9.8,,,15.116000175476074,,,,,,,,,482,0.47800064,0.52400017,-0.5279999,-14.988912039116022,-15.871048398860118
Dw1214+2101,183.5758333333333,21.01888888888889,0.3,0.67,0.11,15.9,*,,-2,Sph,L,,7.0,mem,0.62,57,,0.0,26.0,6.65,,,,,-0.6,Dw1215+2041,-0.3,-0.32,,20.1,,,23.5,,,,,,,,,,,,29.23,,-9.24,,,,,,,,-4.84,,-1.35,,,4466835.921509635,,,,1.445439770745928E-5,1.445439770745928E-5,-4.84,14454.397707459279,4.16,2680101.5529057807,6.428151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,-2.0,6.65,15.9,20.1,-3.988,1.0280162981264735E-4,6.563813852383717,3662805.4556379006,2.8066363626933008E-11,-10.551813852383717,,,483,,,,-9.125490200071283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21102,NGC2366,NGC 2366,NGC 2366,F07234+6917,NGC2366,-,-,112.225277,69.214964,0,2.183,0.719,30.5,H,1,9.8,0.6,90.0,99.6,1.3,313.9,9.91,14,1,3.278,0.1092,3.2008,3.3624,3.1359,3.5134,N,,11.565,11.168,11.168,,0.151,0.112,0.112,0.158,0.891,0.1166,0.699,3.513,4.668,1,3,3,2,,,,,,,,,0,0,11.287,12.146,10.62,0.067,0.117,0.13,1,,,,,,,,,,,41.6975,41.3472,41.3535,,,8.0992,,-1.712,-1.757,-1.711,,,-1.712,FT,8.014,,,,,-1,-1,?,?,,3.278,99.6,9.8,8.099200248718262,10.619999885559082,11.5649995803833,-1.7120000123977661,0.019408858221864816,8.013999938964844,1.0327612606185232E8,1.8793170272712208E-10,-9.72599995136261,,,484,,0.39699936,,-16.0130451657891,
Dw1214+2945,183.6108333333333,29.76388888888889,1.02,0.45,0.07,14.9,*,,10,Tr,N,426,6.7,mem,1.96,79,,0.0,25.9,7.01,,,,396,0.9,NGC4136,0.9,0.53,,17.3,,,21.3,,,,,,,,426,69,,,29.13,,-11.9,,,,,,,,-4.03,,-0.91,,,1.0232929922807537E7,,,,9.332543007969905E-5,9.332543007969905E-5,-4.03,93325.43007969903,4.97,6139757.953684522,6.788151250383644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,426.0,10.0,7.01,14.9,17.3,-3.4210000000000003,3.7931498497368167E-4,6.9238138523837165,8391002.53670218,4.5204966071045845E-11,-10.344813852383718,,,485,,,,-11.830374013504132,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21199,ESO059-001,ESO 059- G 001,ESO 059- G 001,,,-,-,112.826813,-68.187531,1,0.982,0.982,0.0,H,2,9.8,0.6,41.15,529.4,3.3,224.4,6.66,3,1,4.4921,0.1187,4.414,4.5676,4.2355,4.8068,N,,13.75,,,,0.2,,,0.638,0.179,,,,,0,0,0,0,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,?,?,,4.4921,529.4,9.8,,,13.75,,,,,,,,,486,,,,-14.51224707829081,
